estado	municipio	parroquia	centro	cod_centro	votosGPP2017	votosMUD2017	votosOTHER2017	votantesx2017	nulos2017	no_sustituidos_sum2017	reubicado_g2017	turnout2017	abstention2017	MUDshare2017	validos2017	votantes2015	abstencion2015	turnout2015	MUDshare2015	MUDshare2013	MCMshare2012
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U TOCUYITO"	"ESCUELA BASICA MARIA  DE NAZARETH"	"071401032"	517	73	9	953	0	4	0	.6285415	.3714585	.8631052	599	688	.2750264	.7249737	.2820122	.1723077	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U TOCUYITO"	"ALEXIS CRAVO"	"071401033"	212	26	5	326	1	3	0	.7484663	.2515337	.872428	243	266	.1419355	.8580645	.3360996		
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U TOCUYITO"	"BRISAS DE GUATAPARO"	"071401034"	281	13	2	465	0	1	0	.6365591	.3634409	.9493243	296	333	.2237762	.7762238	.1824561		
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U TOCUYITO"	"LOMAS DE LA ESPERANZA"	"071401035"	271	37	1	485	0	1	0	.6371134	.3628866	.8770226	309	391	.1837161	.8162839	.25		
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U TOCUYITO"	"GUASIMA I"	"071401036"	270	27	4	395	0	2	0	.7620253	.2379747	.89701	301	332	.1552163	.8447837	.2122186		
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"ESCUELA CAMPO DE CARABOBO"	"071402001"	1487	762	37	3922	1	13	0	.5831209	.4168791	.6504812	2286	2748	.3034221	.6965779	.4089162	.2828033	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"UNIDAD EDUCATIVA ESTADAL PADRE ALBERTO PANCIERA"	"071402002"	446	164	9	989	0	2	0	.6258847	.3741153	.720517	619	756	.2379032	.7620968	.3823529	.2227122	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"UNIDAD EDUCATIVA ESTADAL JUANA GOMEZ"	"071402003"	1422	1235	41	4255	2	12	0	.6345476	.3654524	.5270571	2698	3256	.2344228	.7655773	.5703074	.4778973	.0363248
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"UNIDAD EDUCATIVA BARRERA"	"071402004"	641	288	18	1517	1	6	0	.6249176	.3750824	.6768743	947	1152	.2247645	.7752355	.4212454	.3083744	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"UNIDAD EDUCATIVA EDUARDO ASSEF RAIDI"	"071402005"	802	261	11	1756	2	4	0	.6127563	.3872437	.7467412	1074	1303	.2683885	.7316115	.3230641	.2303779	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"UNIDAD EDUCATIVA JUAN RAMON GONZALEZ BAQUERO"	"071402006"	1220	699	49	3063	3	19	0	.6434868	.3565132	.6199187	1968	2335	.2359293	.7640707	.4627983	.3629571	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"ESCUELA RURAL BOLIVARIANA PIRA PIRA"	"071402007"	472	136	4	1235	0	3	0	.4955465	.5044534	.7712418	612	777	.3703403	.6296597	.2881806	.2182796	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"UNIDAD EDUCATIVA NACIONAL BARRERITA"	"071402008"	709	131	7	1413	0	3	0	.5994338	.4005662	.837072	847	1054	.2503556	.7496444	.2848233	.2001862	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"ESCUELA 24 DE JUNIO"	"071402009"	877	466	35	2232	3	12	0	.6187276	.3812724	.6364296	1378	1653	.2659858	.7340142	.4252276	.3342713	.0543807
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"ESCUELA BASICA NACIONAL BOLIVARIANA ALGARROBAL"	"071402010"	332	121	6	803	0	3	0	.5716065	.4283935	.7233115	459	582	.279703	.720297	.3614232	.2283237	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"UNIDAD EDUCATIVA LA CORTADORA NUCLEO ESCOLAR RURAL 148"	"071402011"	207	19	4	422	0	2	0	.5450237	.4549763	.9	230	292	.3080569	.6919432	.1094891	.1054217	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"ESCUELA BASICA SABANITA NUCLEO ESCOLAR RURAL 148"	"071402012"	180	15	2	304	0	0	0	.6480263	.3519737	.9137056	197	240	.223301	.7766991	.1666667	.0898438	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"UNIDAD EDUCATIVA AGUA LINDA"	"071402013"	169	19	1	244	0	0	0	.7745901	.2254099	.8941799	189	191	.2267206	.7732794	.1542857	.0863636	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"CENTRO DE EDUCACION INICIAL BOLIVARIANO SIMONCITO CAMPO DE CARABOBO"	"071402014"	305	82	3	744	0	0	0	.5241935	.4758065	.7820513	390	477	.3597316	.6402684	.3421053	.2054575	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"UNIDAD EDUCATIVA DIOS CON NOSOTROS"	"071402015"	391	141	11	1042	0	1	0	.5211132	.4788868	.7200736	543	717	.3164919	.6835081	.4162963	.2760898	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"CENTRO DE EDUCACION INICIAL ARCO DE CARABOBO"	"071402016"	398	134	3	797	0	1	0	.6712673	.3287327	.7439252	535	621	.2266501	.7733499	.2844677	.2386364	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"ESCUELA BASICA BOLIVARIANA PUEBLO NUEVO"	"071402017"	142	36	1	281	0	0	0	.6370107	.3629893	.7932961	179	210	.2473118	.7526882	.3546798	.2544643	
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"BRISAS DE AGUA FRIA"	"071402018"	231	23	2	345	1	1	0	.7449275	.2550725	.9023438	256	287	.1681159	.831884	.1960784		
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"NUEVO CAMPO CARABOBO"	"071402019"	213	36	0	366	0	0	0	.6803279	.3196721	.8554217	249	310	.1644205	.8355795	.2414966		
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"EL RINCON"	"071402020"	192	32	2	320	1	1	0	.709375	.290625	.8495575	226	273	.1415094	.8584906	.1724138		
"EDO. CARABOBO"	"MP. LIBERTADOR"	"PQ. U INDEPENDENCIA"	"NICOLAS MADURO"	"071402021"	166	19	3	274	0	0	0	.6861314	.3138686	.8829787	188	205	.2407407	.7592592	.160804		
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. COJEDES"	"ESCUELA PRIMARIA  BOLIVARIANA NACIONAL AGUSTIN RAFAEL ANDRADES"	"080101001"	936	548	12	2120	2	6	0	.7066038	.2933962	.6256685	1496	1586	.2546993	.7453008	.3963904	.3598531	.0049875
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. COJEDES"	"ESCUELA PRIMARIA BASICA CONCENTRADA ESTADAL RETAJAO"	"080101002"	245	58	1	490	1	1	0	.622449	.377551	.8059211	304	339	.3233533	.6766467	.1926606	.1687345	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. COJEDES"	"ESCUELA PRIMARIA BASICA CONCENTRADA ESTADAL  EL ESTERO"	"080101003"	231	99	3	484	1	0	0	.6900827	.3099173	.6936937	333	320	.3162393	.6837606	.2582781	.2236025	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. COJEDES"	"ESCUELA PRIMARIA BASICA CONCENTRADA ESTADAL LA CHORRERA"	"080101004"	223	55	1	394	2	0	0	.7131979	.2868021	.7992831	279	302	.2315522	.7684478	.1587838	.1148036	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. COJEDES"	"ESCUELA PRIMARIA BASICA CONCENTRADA ESTADAL MATA OSCURA"	"080101005"	190	87	2	399	0	2	0	.6992481	.3007519	.6810036	279	307	.2363184	.7636816	.2608696	.1533333	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. COJEDES"	"CENTRO DE EDUCACION INICIAL LOS MANGOS"	"080101007"	176	77	10	366	1	2	0	.7213115	.2786885	.6692015	263	287	.2179836	.7820163	.3068182	.2296296	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. COJEDES"	"CENTRO DE EDUCACION INICIAL FRAY PEDRO ALCALA"	"080101008"	272	106	1	537	0	2	0	.7057728	.2942272	.7176781	379	415	.2080153	.7919847	.3217158	.2307692	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. COJEDES"	"ESCUELA PRIMARIA CONCENTRADA ESTADAL CASA DE TEJA"	"080101009"	85	26	0	139	0	3	0	.7985612	.2014388	.7657658	111	122	.1285714	.8714285	.2477064	.0884956	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. JUAN DE MATA SUAREZ"	"ESCUELA PRIMARIA BOLIVARIANA NACIONAL MAURICIO PEREZ LAZO"	"080102001"	987	906	24	3034	5	15	0	.6334872	.3665128	.514867	1917	2203	.2714947	.7285053	.5314824	.4561479	.0323077
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. JUAN DE MATA SUAREZ"	"ESCUELA PRIMARIA BASICA CONCENTRADA ESTADAL PUENTE ONOTO"	"080102002"	320	180	3	704	0	8	0	.7144886	.2855114	.6361829	503	502	.2496263	.7503737	.2934783	.2401575	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. JUAN DE MATA SUAREZ"	"ESCUELA PRIMARIA BASICA CONCENTRADA  ESTADAL BUENOS AIRES"	"080102003"	47	53	0	180	0	0	0	.5555556	.4444444	.47	100	107	.4120879	.5879121	.4183674	.3622047	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. JUAN DE MATA SUAREZ"	"ESCUELA PRIMARIA  BASICA  CONCENTRADA ESTADAL LA AROITA"	"080102004"	268	178	1	681	0	5	0	.6563877	.3436123	.5995526	447	494	.2942857	.7057143	.3814655	.255814	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. JUAN DE MATA SUAREZ"	"ESCUELA PRIMARIA BASICA CONCENTRADA ESTADAL  RIO CLARO"	"080102005"	223	7	1	366	1	1	0	.6338798	.3661202	.965368	231	220	.3905817	.6094183	.0849057	.0337079	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. JUAN DE MATA SUAREZ"	"ESCUELA PRIMARIA BASICA ESTADAL DR LUIS BELTRAN PRIETO FIGUEROA"	"080102006"	560	246	8	1182	2	5	0	.6903553	.3096447	.6879607	814	926	.2244556	.7755444	.3297998	.2566586	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. JUAN DE MATA SUAREZ"	"ESCUELA PRIMARIA BASICA ESTADAL CARMELINA DE GARCIA"	"080102007"	518	210	11	1016	2	4	0	.7293307	.2706693	.7009472	739	791	.2129353	.7870647	.3168724	.2276843	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. JUAN DE MATA SUAREZ"	"CENTRO DE EDUCACION INICIAL BOLIVARIANO MAURICIO PEREZ LAZO"	"080102008"	166	138	3	457	0	0	0	.6717724	.3282276	.5407166	307	357	.2171053	.7828947	.4795322	.4554456	
"EDO. COJEDES"	"MP. ANZOATEGUI"	"PQ. JUAN DE MATA SUAREZ"	"ESCUELA PRIMARIA BASICA ESTADAL LA FE"	"080102009"	106	2	0	152	0	1	0	.7105263	.2894737	.9814815	108	122	.1973684	.8026316	.034188		
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA  PREBISTERO LUIS MARIA  SUCRE"	"080201001"	556	678	12	1722	2	7	0	.7247387	.2752613	.4462279	1246	1352	.2116618	.7883382	.5954078	.51977	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA JESUS MARTIN LEON"	"080201002"	1334	955	30	3675	4	17	0	.6321089	.3678911	.5752479	2319	2566	.2952486	.7047514	.44796	.3387244	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"PRE-ESCOLAR LOS PICOS E  PLATA"	"080201003"	703	761	16	2339	2	15	0	.6336041	.3663959	.475	1480	1640	.2994447	.7005553	.5275437	.3977505	.0340798
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA BASICA ANTONIO JOSE DE SUCRE"	"080201004"	925	919	14	2910	3	11	0	.6395189	.3604811	.4978471	1858	2080	.2734894	.7265106	.5017848	.3745973	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA  ORTENCIA DE GARMENDIA"	"080201005"	415	489	10	1335	3	2	0	.6868914	.3131086	.4540481	914	990	.2573143	.7426857	.5717345	.4654709	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA  LIGIA CADENA  DE ALVARADO"	"080201006"	687	831	16	2383	0	9	0	.6437264	.3562736	.4478488	1534	1719	.2828536	.7171464	.5121951	.3878817	.0293367
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  ESTADAL CONCENTRADA  NUMERO 168 TAMANACO"	"080201007"	185	119	4	448	0	1	0	.6875	.3125	.6006494	308	266	.3282828	.6717172	.440678	.3519164	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA  ANATOLIO VIVAS SALAMANCA"	"080201008"	1093	1158	28	3274	6	22	0	.697923	.302077	.4795963	2279	2440	.2560976	.7439024	.5292111	.4294326	.0230592
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BOLIVARIANA JOSE ANTONIO  ANZOATEGUI"	"080201009"	772	1840	33	4027	4	29	0	.6578098	.3421902	.2918715	2645	3103	.2197636	.7802364	.7213498	.6540325	.0339309
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO UNIFICADO ANZOATEGUI"	"080201010"	531	1144	21	2500	2	10	0	.6792	.3208	.3130896	1696	2005	.2087609	.7912391	.7038582	.6305299	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA BALMIRA VILLEGAS"	"080201011"	840	1317	25	3251	7	15	0	.6733313	.3266687	.3849679	2182	2474	.2383005	.7616995	.6077441	.5339737	.0317221
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"UNIDAD EDUCATIVA  MONSEÃOR FRANCISCO MIGUEL SEIJAS"	"080201012"	306	666	8	1423	2	5	0	.6900914	.3099086	.3122449	980	1159	.1838028	.8161972	.6892857	.6078275	.0139665
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"UNIDAD EDUCATIVA SIMON BOLIVAR"	"080201013"	566	450	29	1626	2	1	0	.6439114	.3560886	.5416268	1045	1140	.2949907	.7050093	.4386973	.3085905	.0283224
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA  FRANCISCO JAVIER SANDOVAL"	"080201014"	258	280	11	777	2	6	0	.7091377	.2908623	.4699453	549	576	.2360743	.7639257	.5134615	.4369449	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"UNIDAD EDUCATIVA ELOY JOSE ORTEGA PEREZ"	"080201015"	971	839	23	2634	7	11	0	.6985573	.3014427	.5297327	1833	1978	.2473364	.7526636	.4093923	.3183633	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA UNITARIA NUMERO 61-249"	"080201016"	240	363	3	912	1	1	0	.6655702	.3344298	.3960396	606	694	.2497297	.7502702	.5968504	.4333333	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA BASICA  EDUARDO NOGUERA"	"080201017"	1235	808	29	3364	8	15	0	.6183115	.3816885	.5960425	2072	2378	.2935235	.7064766	.4040968	.2724729	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA  JOSE FRANCISCO AROCHA"	"080201018"	666	629	16	1997	2	6	0	.6574862	.3425138	.5080091	1311	1516	.2343434	.7656566	.4863541	.3596764	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA NUMERO  90"	"080201019"	235	215	10	778	0	6	0	.5912597	.4087403	.5108696	460	526	.3230373	.6769627	.4152174	.3027682	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA  CRISTINA DE BOCANEY"	"080201020"	977	772	31	2727	14	14	0	.6578658	.3421342	.5488764	1780	1874	.3165573	.6834427	.4575499	.355043	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"PRE-ESCOLAR  JUAN IGNACIO MENDEZ"	"080201021"	897	513	15	2249	4	10	0	.6353935	.3646065	.6294737	1425	1585	.2964936	.7035065	.35318	.2581197	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  ESTADAL  CONCENTRADA  NUMERO  154"	"080201022"	130	92	5	341	1	1	0	.6686217	.3313783	.5726872	227	254	.239521	.760479	.3983403	.3443983	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  ESTADAL  CONCENTRADA  NUMERO  134"	"080201023"	120	140	2	377	1	1	0	.6976127	.3023873	.4580153	262	289	.2414698	.7585302	.5345455	.414791	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  BASICA  ANGEL MARIA LIZAUZABA"	"080201024"	453	240	5	954	1	6	0	.7327044	.2672956	.6489971	698	738	.2239748	.7760252	.2560801	.2025974	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA  UNITARIA  COMPLETA NUMERO  44-120"	"080201025"	80	46	0	194	1	1	0	.6546392	.3453608	.6349207	126	136	.2953368	.7046632	.300885	.2931035	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA BASICA CONCENTRADA  NUMERO 206 NER -50"	"080201027"	206	68	2	467	0	2	0	.5910064	.4089936	.7463768	276	331	.2741228	.7258772	.2458472	.1611842	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA BASICA BOLIVARIANA LOS MONOS"	"080201028"	137	95	4	344	0	0	0	.6860465	.3139535	.5805085	236	253	.2666667	.7333333	.2294372	.1205357	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA BASICA ELOY JACINTO DIAZ OCHOA"	"080201029"	580	325	7	1388	0	2	0	.6570605	.3429395	.6359649	912	1011	.2641921	.7358079	.3489583	.2529349	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"UNIVERSIDAD NACIONAL EXPERIMENTAL POLITECNICA DE LA FUERZA ARMADA. NUCLEO COJEDES"	"080201030"	532	532	14	1494	2	6	0	.7228916	.2771084	.4935065	1078	1205	.1508104	.8491896	.5256637	.4359673	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA CONCENTRADA SIN NUMERO CHIRGUITA"	"080201031"	191	96	1	408	0	0	0	.7058824	.2941176	.6631944	288	304	.24	.76	.3394834	.2142857	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL BOLIVARIANO LAS GRANJITAS"	"080201032"	519	257	10	1242	0	4	0	.6328502	.3671498	.6603053	786	861	.2776846	.7223154	.3321078	.235378	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACIÃN INICIAL BOLIVARINA  03 MAYO"	"080201033"	355	180	8	768	1	5	0	.7083333	.2916667	.6537753	543	601	.2018592	.7981408	.2513369	.1703854	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA BASICA BOLIVARIANA LOS CAPACHITOS"	"080201034"	410	166	9	868	1	2	0	.6751152	.3248848	.7008547	585	635	.2312349	.7687652	.2934974	.2433628	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"LICEO BOLIVARIANO PRESBITERO MANUEL AROCHA"	"080201035"	198	183	5	580	1	1	0	.6672414	.3327586	.5129533	386	417	.254025	.745975	.5115681	.4169492	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL BOLIVARIANA EL BAJIO"	"080201036"	208	62	3	356	0	2	0	.7668539	.2331461	.7619048	273	280	.1977077	.8022922	.2022901	.1078431	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"UNIDAD EDUCATIVA NACIONAL BATALLA DE TAGUANES"	"080201037"	253	144	14	658	1	0	0	.6261398	.3738602	.6155718	411	468	.2629921	.7370079	.4070588	.2734807	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA BASICA NACIONAL BOLIVARIANA JUAN IGNACIO MENDEZ"	"080201038"	424	181	7	890	0	3	0	.6876404	.3123596	.6928105	612	651	.2184874	.7815126	.316913	.2007435	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA PRIMARIA CERRO GORDO"	"080201039"	95	49	4	194	0	2	0	.7628866	.2371134	.6418919	148	144	.2299465	.7700535	.3333333	.219697	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA PRIMARIA RURAL LOS LEONCITOS"	"080201040"	93	39	4	205	0	0	0	.6634147	.3365853	.6838235	136	148	.2745098	.7254902	.325	.2035928	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL BOLIVARIANO BATALLA DE TAGUANES"	"080201041"	170	130	1	408	1	3	0	.740196	.259804	.564784	301	328	.1589744	.8410257	.4299363	.3397684	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CICLO DIVERSIFICADO JOSE LAURENCIO SILVA"	"080201042"	106	174	2	427	0	2	0	.6604216	.3395784	.3758865	282	341	.1861575	.8138425	.6447761	.5508197	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL MARIA DE LA CONCEPCION PALACIOS Y BLANCO"	"080201043"	182	111	2	414	1	0	0	.7149758	.2850242	.6169491	295	344	.1421446	.8578554	.3585526	.2791519	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL BOLIVARIANO LA FLORESTA"	"080201044"	215	120	2	523	0	4	0	.6443595	.3556405	.6379822	337	395	.2178218	.7821782	.2756757	.1982249	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL NACIONAL BOLIVARIANO CAJA DE AGUA 2"	"080201045"	193	128	1	414	0	3	0	.7777778	.2222222	.5993789	322	338	.159204	.840796	.3975535	.3333333	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL ESTADAL LOS PEGONES"	"080201046"	74	41	2	174	0	0	0	.6724138	.3275862	.6324787	117	119	.3121387	.6878613	.2264151	.1450382	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL NACIONAL LOS PINOS"	"080201047"	188	104	2	356	2	0	0	.8314607	.1685393	.6394558	294	290	.1291291	.8708709	.3136531	.2297872	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL NACIONAL BALMIRA VILLEGAS"	"080201048"	279	263	11	867	3	0	0	.6412918	.3587082	.5045208	553	666	.2033493	.7966507	.5191693	.3643892	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL CARACHE"	"080201049"	90	39	4	172	1	2	0	.7790698	.2209302	.6766917	133	125	.1935484	.8064516	.3675214	.2348485	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL ESTADAL LIGIA CADENA DE ALVARADO"	"080201050"	120	121	4	379	0	0	0	.646438	.353562	.4897959	245	279	.2418478	.7581522	.5468165	.3371212	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL NACIONAL GUAYABITO"	"080201051"	249	222	2	720	1	1	0	.6583334	.3416666	.5264271	473	544	.1964549	.8035451	.4796905	.3939394	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL AUTONOMA TINAQUILLO"	"080201052"	91	102	1	299	1	0	0	.6521739	.3478261	.4690722	194	186	.1769911	.8230088	.6235294	.5365854	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL NACIONAL BOLIVARIANO ANDRES BELLO"	"080201053"	59	82	2	180	2	2	0	.8055556	.1944444	.4125874	143	138	.1038961	.8961039	.6230769	.6222222	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"ESCUELA BASICA SIMON RODRIGUEZ"	"080201054"	370	104	10	699	0	3	0	.6924177	.3075823	.7644628	484	518	.2325926	.7674074	.2489712	.2144928	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL NACIONAL TEOSTISTE DE GALLEGOS"	"080201055"	300	153	6	727	2	3	0	.6341128	.3658872	.6535948	459	489	.3004292	.6995708	.3348314	.2051282	
"EDO. COJEDES"	"MP. AUTONOMO TINAQUILLO"	"PQ. TINAQUILLO"	"CENTRO DE EDUCACION INICIAL NACIONAL BOLIVARIANO LOS CARIÃOSITOS"	"080201056"	237	197	4	637	0	2	0	.6875981	.3124019	.5410959	438	511	.1704545	.8295454	.475	.3697183	
