estado	municipio	parroquia	centro	cod_centro	votosGPP2017	votosMUD2017	votosOTHER2017	votantesx2017	nulos2017	no_sustituidos_sum2017	reubicado_g2017	turnout2017	abstention2017	MUDshare2017	validos2017	votantes2015	abstencion2015	turnout2015	MUDshare2015	MUDshare2013	MCMshare2012
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. CECILIO ACOSTA"	"ESCUELA BASICA ESTADAL EVELINA FERREIRA DE INCIARTE"	"210511009"	493	1257	9	2884	1	3	0	.6102635	.3897365	.2802729	1759	2349	.1812478	.8187522	.7708604	.6738181	.0142076
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. CECILIO ACOSTA"	"UNIDAD EDUCATIVA ESTADAL JOSE FELIX RIVAS"	"210511010"	413	551	6	1716	1	4	0	.5658508	.4341492	.4257732	970	1284	.2478032	.7521968	.6786284	.5914986	.0024691
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. CECILIO ACOSTA"	"ESCUELA BASICA NACIONAL JAMES FERGUNSSON"	"210511011"	778	990	24	3205	1	10	0	.5594383	.4405617	.4341518	1792	2405	.2401264	.7598736	.6783898	.5517379	.0101523
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. CECILIO ACOSTA"	"UNIDAD EDUCATIVA NACIONAL GENERAL RAFAEL URDANETA"	"210511012"	780	1931	16	4736	5	5	0	.5768581	.4231419	.2860286	2727	3615	.2363752	.7636248	.75607	.6965535	.017491
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. CECILIO ACOSTA"	"UNIDAD EDUCATIVA NACIONAL PRIVADA COLEGIO SANTA MARIA"	"210511013"	509	1621	19	3942	0	9	0	.5451548	.4548452	.2368543	2149	3063	.2134052	.7865947	.8185724	.7539394	.0150971
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. CECILIO ACOSTA"	"LICEO MARIA TERESA CARREÃO"	"210511014"	157	239	4	645	0	1	0	.620155	.379845	.3925	400	538	.1419458	.8580542	.6408318	.6658163	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. RAUL LEONI"	"ESCUELA BASICA ESTADAL MARCO TULIO ANDRADES"	"210512002"	601	1361	16	3345	2	5	0	.5919282	.4080718	.3038423	1978	2538	.2373798	.7626202	.7536	.6650805	.0127576
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. RAUL LEONI"	"ESCUELA BASICA NACIONAL JULIO CESAR BORGE"	"210512003"	601	1999	25	4733	1	10	0	.5548278	.4451722	.2289524	2625	3645	.2342437	.7657563	.8091794	.7513487	.0181712
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. RAUL LEONI"	"UNIDAD EDUCATIVA NACIONAL ALMIRANTE PADILLA"	"210512004"	665	2556	29	5778	2	16	0	.5628245	.4371755	.2046154	3250	4529	.2095986	.7904014	.8505696	.7814163	.0166234
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. RAUL LEONI"	"PREESCOLAR ESTADAL LOS ANGELITOS"	"210512005"	624	1702	39	4359	5	16	0	.5437027	.4562973	.2638478	2365	3325	.2233123	.7766877	.8026196	.7275371	.0155039
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. RAUL LEONI"	"ESCUELA BASICA NACIONAL DOCTOR OCTAVIO HERNANDEZ"	"210512006"	731	1865	24	4624	0	13	0	.566609	.433391	.2790076	2620	3540	.2382182	.7617818	.7786697	.7019255	.0083391
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. RAUL LEONI"	"UNIDAD EDUCATIVA ESTADAL BOLIVARIANA"	"210512008"	720	1510	31	3962	0	11	0	.5706714	.4293286	.3184432	2261	2996	.2319918	.7680082	.7412969	.6569804	.0077519
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. RAUL LEONI"	"ESCUELA BASICA NACIONAL BOLIVARIANA COSME GONZALEZ"	"210512010"	100	342	4	804	0	2	0	.5547264	.4452736	.2242152	446	634	.1712418	.8287582	.8786408	.7801147	.0180723
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. RAUL LEONI"	"ESCUELA BASICA IDELFONZO VASQUEZ"	"210512011"	338	599	11	1839	1	3	0	.5160413	.4839587	.3565401	948	1417	.2066069	.7933931	.7509052	.5854545	.0096154
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. RAUL LEONI"	"LICEO JOSE MARIA ANTUNEZ"	"210512012"	803	2969	32	7323	1	14	0	.5195958	.4804042	.2110936	3804	5573	.2266167	.7733833	.8312183	.7725142	.0201397
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. RAUL LEONI"	"UNIDAD EDUCATIVA SANTA VERONICA DE MILAN"	"210512015"	579	1573	33	4115	2	14	0	.5314702	.4685298	.2649886	2185	3072	.2455796	.7544204	.7872691	.7126437	.0163934
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. RAUL LEONI"	"ESCUELA ESTADAL PANAMERICANA"	"210512016"	509	1994	29	4792	5	11	0	.529424	.470576	.2010269	2532						
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA ESTADAL SIMON BOLIVAR"	"210513001"	758	1455	30	3984	10	11	0	.5655121	.4344879	.3379402	2243	2946	.2494268	.7505733	.6914524	.630597	.0121845
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"ESCUELA BASICA NACIONAL CUATRICENTENARIA"	"210513002"	1578	1830	36	6571	4	13	0	.5247298	.4752702	.4581881	3444	4705	.264269	.735731	.6340666	.528165	.0059222
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA NACIONAL MANUEL SEGUNDO SANCHEZ"	"210513003"	848	1547	40	4632	1	10	0	.5259067	.4740933	.3482546	2435	4140	.2159091	.7840909	.7053859	.6088129	.0060314
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA ANA ELENA OSORIO"	"210513005"	952	552	21	2923	1	8	0	.5220664	.4779336	.6242623	1525	2125	.2488512	.7511488	.5060125	.4077234	.0035211
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"FE Y ALEGRIA RUTILIO GRANDE"	"210513006"	738	292	15	2089	0	4	0	.5002394	.4997606	.7062201	1045	1397	.3077304	.6922696	.4279412	.3509235	.0051724
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"ESCUELA BASICA ESTADAL EL ROSARIO"	"210513007"	1111	930	23	3993	2	14	0	.5174055	.4825945	.5382752	2064	2777	.2800104	.7199897	.5783843	.4836708	.0109489
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"CENTRO PRESCOLAR MARACAIBO"	"210513008"	786	701	20	2853	1	9	0	.5285664	.4714336	.521566	1507	2086	.2544675	.7455325	.5875734	.4791851	.0015456
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"ESCUELA BASICA ESTADAL FVM"	"210513009"	817	2575	33	6371	2	11	0	.5379061	.4620939	.2385401	3425	4771	.2549969	.7450031	.7813628	.7245702	.0170022
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"ESCUELA BASICA NACIONAL DOCTOR JESUS ENRIQUE LOSSADA"	"210513010"	1546	2638	47	7541	2	18	0	.5613314	.4386686	.3653983	4231	5774	.217297	.782703	.6867449	.6040424	.0147783
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA NACIONAL  FE Y ALEGRIA N 4 LA RINCONADA"	"210513011"	1058	925	23	4237	0	9	0	.4734482	.5265518	.5274177	2006	2698	.3448276	.6551724	.5701787	.4639478	.0015361
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA NACIONAL FE Y ALEGRIA LA CHINITA"	"210513012"	2238	3071	79	10202	4	24	0	.5285238	.4714762	.4153675	5388	7487	.2423598	.7576401	.6425456	.5427272	.0094392
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"ESCUELA BASICA NACIONAL JOSEFINA LIZARZABAL"	"210513014"	732	1006	24	3345	0	8	0	.5267563	.4732437	.415437	1762	2505	.2392955	.7607045	.6590258	.5499439	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"JARDIN DE INFANCIA LUISA ELENA VEGA."	"210513015"	534	481	10	1992	0	5	0	.5145583	.4854417	.5209756	1025	1380	.2834891	.7165109	.5719612	.461832	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"ESCUELA BASICA NACIONAL MAXIMA ARTEAGA PEREZ"	"210513016"	1459	1670	49	6312	3	21	0	.5039607	.4960393	.4590938	3178	4348	.2894264	.7105736	.6408384	.5065137	.0114537
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"CENTRO DE EDUCACION INFANTIL MIGUEL SUNIAGA"	"210513017"	415	688	11	2110	0	4	0	.5279621	.4720379	.3725314	1114	1540	.2480469	.7519531	.6816677	.5667828	.0111235
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"CENTRO DE EDUCACION INICIAL GENERAL RAFAEL URDANETA"	"210513018"	965	698	29	2950	3	9	0	.5745763	.4254237	.570331	1692	1974	.2587308	.7412692	.5663213	.4612512	.0105708
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"PRE-ESCOLAR TUCUSITO"	"210513020"	254	330	5	1083	0	3	0	.5438597	.4561403	.4312394	589	804	.2335558	.7664442	.6804512	.513986	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"ESCUELA BASICA ESTADAL LICENCIADO REINALDO MARTINEZ"	"210513021"	615	557	20	2159	1	6	0	.5525706	.4474294	.5159396	1192	1682	.1990476	.8009524	.6	.4919555	0
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA ARQUIDIOSESANA MANOLO MUCHACHO"	"210513022"	510	532	9	1861	2	3	0	.5658248	.4341752	.4852521	1051	1465	.1856587	.8143413	.6157113	.5271084	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA ESTADAL OCTAVIO PORTILLO"	"210513023"	264	189	8	842	0	3	0	.5475059	.4524941	.5726681	461	634	.2287105	.7712895	.4769231	.4292453	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"ESCUELA BASICA BOLIVARIANA LEONCIO QUINTANA"	"210513024"	1299	1291	41	4710	9	12	0	.5605096	.4394904	.4937286	2631	3537	.2138253	.7861747	.573206	.4685714	.0089888
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"ESCUELA BASICA NACIONAL RURAL LAS MERCEDES"	"210513025"	524	209	2	1245	0	2	0	.5903614	.4096386	.7129252	735	919	.2534525	.7465475	.4476295	.386802	.0075758
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"ESCUELA BASICA NACIONAL CARDENAL JOSE ALI LEBRUN"	"210513027"	584	100	4	1331	0	2	0	.5169046	.4830954	.8488372	688	913	.2805358	.7194642	.2622768	.1866384	0
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA PROFESOR MISAEL VILCHEZ"	"210513029"	817	549	19	2570	0	7	0	.5389105	.4610895	.5898917	1385	1866	.2544946	.7455054	.529283	.4011016	.006865
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"PREESCOLAR SAN ISIDRO"	"210513030"	412	280	1	1329	0	0	0	.5214447	.4785553	.5945166	693	865	.3172849	.6827151	.5390071	.405847	.0042918
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA LIC. JACOBO OCTAVIO MONTERO"	"210513032"	205	200	4	781	0	1	0	.5236876	.4763124	.5012225	409	609	.2141936	.7858064	.5969125	.4894837	0
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA PRIVADA FAVIO MOLERO ESPINOZA"	"210513033"	181	205	5	674	0	0	0	.5801187	.4198813	.4629156	391	530	.183359	.816641	.6015474	.5533981	.0074074
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"ESCUELA BASICA BOLIVARIANA LUIS HOMEZ"	"210513034"	529	420	8	1607	0	3	0	.5955196	.4044804	.5527691	957	1238	.2109624	.7890376	.5260067	.4169304	.0074627
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA ROMULO BETANCOURT"	"210513035"	364	184	7	906	0	3	0	.6125828	.3874172	.6558558	555	643	.2168088	.7831912	.4626391	.3883848	0
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"DR. JOSE IGNACIO BALDO SOULES"	"210513036"	335	111	4	874	0	3	0	.5148742	.4851258	.7444444	450	604	.3057471	.6942528	.4230769	.3475046	0
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA INTEGRAL FERDINAND DE SAUSSURE"	"210513037"	587	349	11	1753	0	2	0	.5402167	.4597833	.6198522	947	1357	.1932224	.8067777	.4542683	.3484972	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA NACIONAL 1 DE MAYO"	"210513038"	546	138	5	1198	0	3	1	.5751252	.4248748	.7924528	689	854	.2606061	.7393939	.3564357	.281075	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA ESTATAL DONA GRACIELA RINCON CALCAÃO"	"210513039"	372	124	4	793	0	2	0	.630517	.369483	.744	500	576	.2440945	.7559055	.368984	.2683823	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA NACIONAL VIDAL CALDERON"	"210513040"	481	207	8	1214	0	3	0	.5733114	.4266886	.691092	696	889	.2362543	.7637457	.4649828	.3296337	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"CENTRO DE EDUCACION INICIAL ARCO IRIS"	"210513041"	668	158	4	1482	1	3	0	.5607287	.4392713	.8048193	830	1072	.2652502	.7347498	.3479504	.3092673	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"PREESCOLAR MI MUNDO INFANTIL"	"210513042"	326	117	6	749	0	3	0	.599466	.400534	.7260579	449	518	.2704225	.7295774	.3813387	.2813187	0
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA ESTADAL  ANGEL EMIRO BRAVO"	"210513044"	194	55	1	401	0	0	0	.6234414	.3765586	.776	250	320	.1709845	.8290156	.3076923		
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"UNIDAD EDUCATIVA ESTADAL  19 DE ABRIL DE 1810"	"210513045"	506	84	4	1005	0	1	0	.5910448	.4089552	.8518519	594	747	.1976369	.802363	.2563025		
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"LA MONTANITA"	"210513046"	78	24	0	168	0	0	0	.6071429	.3928571	.7647059	102	135	.1059603	.8940398	.3		
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"LOS HEREDEROS DE CHAVEZ Y BOLIVAR"	"210513047"	274	20	1	438	0	1	0	.673516	.326484	.9288136	295	363	.1294964	.8705036	.2555205		
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"HUGO CHAVEZ FRIAS"	"210513048"	158	30	2	318	0	0	0	.5974843	.4025157	.831579	190	247	.1928105	.8071895	.2620087		
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"CARMEN HERNANDEZ"	"210513049"	221	58	3	482	0	1	0	.5850623	.4149377	.7836879	282	360	.2291221	.770878	.3534483		
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. FRANCISCO EUGENIO B"	"MODULO DE SERVICIOS DE CUATRICENTENARIO"	"210513050"	898	1360	19	3918	2	10	0	.5816743	.4183257	.3943786	2277						
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"UNIDAD EDUCATIVA NACIONAL GENERAL JUAN ANTONIO PAREDES"	"210514001"	415	891	15	2262	1	5	0	.5844386	.4155614	.3141559	1321	1786	.2030344	.7969657	.7498572	.6457524	0
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"ESCUELA ARTESANAL NACIONAL EL PILAR"	"210514004"	790	1333	18	3616	2	6	0	.5926438	.4073562	.3689865	2141	2785	.2285319	.7714682	.6898827	.5936787	.0186263
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"ESCUELA BASICA ESTADAL AMANDA DE JESUS BRAVO"	"210514005"	843	883	13	2965	1	5	0	.5868465	.4131535	.4847614	1739	2169	.2667343	.7332658	.5875706	.5115569	.0032206
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"BACHILLER EGIDIO MONTESINOS"	"210514006"	816	961	23	2983	1	8	0	.6037546	.3962454	.4533333	1800	2366	.2020236	.7979764	.6340517	.5288766	.0046584
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"ESCUELA BASICA ESTADAL PROFESOR CONSUELO NAVAS TOVAR"	"210514007"	1390	2153	37	6414	1	15	0	.55831	.44169	.3882681	3580	4766	.261772	.738228	.6655261	.5423363	.0041237
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"UNIDAD EDUCATIVA NACIONAL HERMANO IDELFONZO GUTIERREZ"	"210514008"	1344	1839	49	5926	2	21	0	.5457307	.4542693	.4158416	3232	4324	.2562779	.7437221	.6761029	.5192143	.007177
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"JARDIN DE INFANCIA NACIONAL GABRIELA MISTRAL"	"210514009"	736	816	24	2572	1	6	0	.6131415	.3868585	.4670051	1576	2024	.1977804	.8022196	.626964	.4873646	.0060484
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"UNIDAD EDUCATIVA MARIA REINA"	"210514011"	210	235	1	774	0	0	0	.5762274	.4237726	.470852	446	616	.184106	.815894	.6451078	.4864865	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"UNIDAD EDUCATIVA ESTADAL DON OMAR LEON SALAS"	"210514012"	893	1118	27	3486	6	8	0	.5863454	.4136546	.4381747	2038	2579	.2593337	.7406663	.6534653	.50988	.0113636
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"ESCUELA  BASICA 15 DE ENERO"	"210514013"	1380	1866	49	5992	1	18	0	.5500668	.4499332	.4188164	3295	4353	.2688949	.7311051	.6625264	.5535194	.0118467
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"LICEO NACIONAL COQUIVACOA"	"210514014"	408	721	11	2161	1	5	0	.5279963	.4720037	.3578947	1140	1569	.2668224	.7331775	.7088773	.5904596	.0135135
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"UNIDAD EDUCATIVA NACIONAL PRIVADA CORAZON DE JESUS"	"210514015"	627	934	20	2759	1	9	0	.5733961	.4266039	.3965845	1581	2108	.2267058	.7732942	.6581532	.5344365	.0214286
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"UNIDAD EDUCATIVA MONSEÃOR JOSE LUIS CASTELLANOS"	"210514018"	273	281	4	876	0	1	0	.6369863	.3630137	.4892473	558	714	.1783659	.8216341	.5569801	.4931507	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"ESCUELA BASICA NACIONAL ZULIA"	"210514019"	557	601	13	2152	2	1	0	.5450743	.4549257	.4756618	1171	1582	.2555294	.7444706	.6211538	.5123967	.0103627
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"CENTRO INFANTIL PRESBITERO LISANDRO PUCHE"	"210514020"	607	1334	27	3504	1	7	0	.5619292	.4380708	.308435	1968	2689	.2360795	.7639204	.7588948	.6733447	.0107973
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"UNIDAD EDUCATIVA ESTADAL CUATRICENTENARIA"	"210514022"	519	621	19	1973	0	10	0	.5874303	.4125697	.4477998	1159	626	.2055838	.7944162	.6606557	.568323	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"UNIDAD EDUCATIVA SAN EZEQUIEL MORENO"	"210514023"	193	520	9	1122	0	5	0	.6434938	.3565062	.267313	722	939	.1424658	.8575342	.7438105	.6654719	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"UNIDAD EDUCATIVA DOCTOR JUAN GERMAN ROSCIO"	"210514024"	179	133	1	494	0	1	0	.6336032	.3663968	.571885	313	391	.1887967	.8112033	.5310881	.412234	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"UE ARQUIDEOSESANA NUESTRA SEÃORA DE COROMOTO"	"210514025"	427	391	9	1366	1	3	0	.6061493	.3938507	.516324	827	1097	.1764264	.8235736	.5522388	.4136546	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. MANUEL DAGNINO"	"ESCUELA EGIDIO MONTESINOS"	"210514027"	145	122	2	481	0	0	0	.5592515	.4407485	.5390335	269	352	.2589474	.7410526	.5931232	.3922156	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"ESCUELA BASICA ESTADAL EL NACIONALISTA"	"210515001"	910	1095	20	3496	0	10	0	.5792334	.4207666	.4493827	2025	2547	.2621669	.7378331	.5835683	.4678672	.0096791
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"ESCUELA BASICA NACIONAL LUIS GUILLERMO SANCHEZ"	"210515002"	1435	2127	36	6340	2	12	0	.5678234	.4321766	.3988327	3598	4685	.2533865	.7466135	.6466492	.5182327	.0057143
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"JARDIN DE INFANCIA NACIONAL GENERAL JUAN BAUTISTA ARISMENDI"	"210515003"	2436	1489	71	7763	4	35	0	.5152647	.4847353	.6096096	3996	5341	.2855805	.7144195	.4530111	.3490368	.004128
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"ESCUELA BASICA NACIONAL CREACION LIBERTAD"	"210515004"	1395	885	24	4733	0	9	0	.4867949	.5132052	.6054688	2304	3086	.2939831	.7060169	.4932097	.3774971	.0090498
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"CENTRO DE INCIACION MARIA ROSARIO CAMPOS"	"210515005"	430	635	8	1779	0	4	0	.6031479	.3968521	.4007456	1073	1448	.1856018	.8143982	.6608391	.5283019	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"ESCUELA  BASICA  NACIONAL JACINTO REGINO PACHANO MUÃOZ"	"210515006"	947	609	11	3127	1	2	0	.5014391	.4985609	.6043395	1567	2203	.2758054	.7241946	.5309041	.3862729	.0081744
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"UNIDAD EDUCATIVA FRANCISCO JOSE DELGADO"	"210515007"	644	537	17	2417	1	9	0	.4960695	.5039304	.5375626	1198	1707	.2651743	.7348257	.5828813	.4091416	.0060606
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"UNIDAD EDUCATIVA MIGUEL OTERO SILVA"	"210515008"	302	498	9	1429	0	5	0	.5661302	.4338698	.3733004	809	1134	.1963147	.8036853	.7239209	.6413868	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"ESCUELA BASICA CARDONAL SUR"	"210515009"	441	497	9	1656	0	3	0	.5718599	.4281401	.4656811	947	1327	.1873852	.8126148	.5871067	.4644167	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"LICEO LUIS GUILLERMO FERRER"	"210515010"	556	311	6	1831	0	3	0	.4767886	.5232114	.6368843	873	1252	.2682642	.7317358	.4413681	.3074074	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"ESCUELA ARQUIDIOCESANA MONSEÃOR ARIAS BLANCO"	"210515012"	517	292	15	1706	0	8	0	.4830012	.5169988	.6274272	824	1174	.2940469	.7059531	.4605846	.3253903	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"ESCUELA BASICA CRISTOFONO FALCON"	"210515013"	246	320	4	1009	1	1	0	.5659068	.4340932	.4315789	570	806	.1767109	.823289	.6303797	.4952251	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"ESCUELA BASICA ARQUIDIOSESANA SAN RAFAEL"	"210515015"	243	243	6	874	0	1	0	.562929	.437071	.4939024	492	682	.203271	.796729	.6054217	.4974446	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"ESCUELA JOAQUIN COSTA"	"210515016"	288	254	11	1178	0	5	0	.4694397	.5305603	.5207956	553	856	.2418069	.7581931	.6183115	.4627072	
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"VILLA AEROPUERTO"	"210515017"	176	32	3	313	0	0	0	.6741214	.3258786	.8341232	211	266	.1391586	.8608414	.2538462		
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. LUIS HURTADO HIGUERA"	"CHAVEZ VIVE LA LUCHA SIGUE"	"210515018"	182	46	3	393	0	1	0	.5877863	.4122137	.7878788	231	313	.1763158	.8236842	.3257329		
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. VENANCIO PULGAR"	"CENTRO INFANTIL CARMELO URDANETA"	"210516001"	656	626	10	2518	0	1	0	.5131056	.4868944	.50774	1292	1812	.2702376	.7297624	.6035935	.4664679	.0078947
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. VENANCIO PULGAR"	"ESCUELA BASICA NACIONAL BACHILLER RAFAEL ESCANDELA"	"210516002"	1217	1351	34	4908	1	18	0	.5303586	.4696414	.4677171	2602	3486	.2755611	.7244389	.6339812	.5211582	.0054924
"EDO. ZULIA"	"MP. MARACAIBO"	"PQ. VENANCIO PULGAR"	"UNIDAD EDUCATIVA NACIONAL JOSE FELIX RIVAS"	"210516004"	1542	979	20	6133	2	10	0	.4146421	.5853579	.6068477	2541	3523	.4002383	.5997617	.5393816	.3989514	.0020982
